year,month,carrier,carrier_name,airport,airport_name,arr_flights,arr_del15,carrier_ct,weather_ct,nas_ct,security_ct,late_aircraft_ct,arr_cancelled,arr_diverted,arr_delay,carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay
2022,1,B6,JetBlue Airways,JFK,"New York, NY: John F. Kennedy International",3865.00,1231.00,385.96,15.67,413.94,5.88,409.55,436.00,8.00,102629.00,35730.00,1858.00,20710.00,246.00,44085.00
2022,1,DL,Delta Air Lines Network,JFK,"New York, NY: John F. Kennedy International",2003.00,282.00,124.18,5.79,75.98,1.75,74.30,174.00,6.00,21196.00,11498.00,1571.00,2532.00,87.00,5508.00
2022,1,HA,Hawaiian Airlines Network,JFK,"New York, NY: John F. Kennedy International",31.00,16.00,13.62,1.34,0.00,0.00,1.04,2.00,0.00,1091.00,630.00,394.00,0.00,0.00,67.00
2022,1,UA,United Air Lines Network,JFK,"New York, NY: John F. Kennedy International",123.00,16.00,7.99,0.00,4.30,0.00,3.71,8.00,0.00,2232.00,1394.00,0.00,204.00,0.00,634.00
2022,1,YX,Republic Airline,JFK,"New York, NY: John F. Kennedy International",1812.00,285.00,103.62,12.39,92.93,1.05,75.01,184.00,1.00,17115.00,6888.00,1291.00,3242.00,33.00,5661.00
2021,12,9E,Endeavor Air Inc.,JFK,"New York, NY: John F. Kennedy International",1162.00,93.00,43.30,2.24,27.88,0.00,19.58,3.00,0.00,6641.00,3624.00,240.00,853.00,0.00,1924.00
2021,12,AA,American Airlines Network,JFK,"New York, NY: John F. Kennedy International",1367.00,228.00,92.74,3.42,61.99,1.48,68.37,19.00,1.00,18546.00,6362.00,162.00,1794.00,30.00,10198.00
2021,12,AS,Alaska Airlines Network,JFK,"New York, NY: John F. Kennedy International",333.00,76.00,39.38,5.57,15.90,0.00,15.15,12.00,0.00,5484.00,2846.00,861.00,795.00,0.00,982.00
2021,12,B6,JetBlue Airways,JFK,"New York, NY: John F. Kennedy International",3482.00,1205.00,429.52,9.11,356.11,9.38,400.87,133.00,7.00,82455.00,33868.00,790.00,13316.00,310.00,34171.00
2021,12,DL,Delta Air Lines Network,JFK,"New York, NY: John F. Kennedy International",1877.00,288.00,120.79,19.50,49.09,2.59,96.03,45.00,1.00,26449.00,15017.00,1748.00,1577.00,104.00,8003.00
2021,12,HA,Hawaiian Airlines Network,JFK,"New York, NY: John F. Kennedy International",31.00,5.00,3.00,0.00,0.00,0.00,2.00,0.00,1.00,247.00,210.00,0.00,0.00,0.00,37.00
2021,12,UA,United Air Lines Network,JFK,"New York, NY: John F. Kennedy International",121.00,14.00,8.46,0.00,1.11,0.00,4.43,7.00,0.00,759.00,297.00,0.00,26.00,0.00,436.00
2021,12,YX,Republic Airline,JFK,"New York, NY: John F. Kennedy International",1679.00,181.00,55.55,8.02,80.55,0.43,36.45,0.00,0.00,7913.00,2944.00,608.00,2308.00,9.00,2044.00
2021,11,9E,Endeavor Air Inc.,JFK,"New York, NY: John F. Kennedy International",1243.00,113.00,39.93,5.23,36.08,0.00,31.76,1.00,1.00,7200.00,3376.00,317.00,1567.00,0.00,1940.00
2021,11,AA,American Airlines Network,JFK,"New York, NY: John F. Kennedy International",1337.00,252.00,117.82,0.00,78.31,4.48,51.39,29.00,2.00,15598.00,8691.00,0.00,2557.00,228.00,4122.00
2021,11,AS,Alaska Airlines Network,JFK,"New York, NY: John F. Kennedy International",298.00,34.00,17.34,0.00,13.75,0.00,2.92,3.00,1.00,2093.00,1268.00,0.00,546.00,0.00,279.00
2021,11,B6,JetBlue Airways,JFK,"New York, NY: John F. Kennedy International",3439.00,900.00,330.52,5.83,336.11,3.24,224.30,5.00,3.00,50481.00,20301.00,3036.00,10816.00,212.00,16116.00
2021,11,DL,Delta Air Lines Network,JFK,"New York, NY: John F. Kennedy International",1861.00,234.00,102.76,1.75,65.36,1.86,62.27,1.00,5.00,17818.00,9472.00,600.00,2070.00,70.00,5606.00
2021,11,HA,Hawaiian Airlines Network,JFK,"New York, NY: John F. Kennedy International",29.00,7.00,6.27,0.00,0.00,0.00,0.73,0.00,0.00,179.00,168.00,0.00,0.00,0.00,11.00
2021,11,UA,United Air Lines Network,JFK,"New York, NY: John F. Kennedy International",118.00,19.00,10.04,0.00,4.41,0.00,4.55,1.00,0.00,2749.00,1341.00,0.00,142.00,0.00,1266.00
2021,11,YX,Republic Airline,JFK,"New York, NY: John F. Kennedy International",1802.00,238.00,69.52,0.39,106.82,1.00,60.27,4.00,4.00,11514.00,3775.00,16.00,3612.00,34.00,4077.00
2021,10,UA,United Air Lines Network,JFK,"New York, NY: John F. Kennedy International",124.00,16.00,6.43,0.00,8.60,0.00,0.97,1.00,2.00,975.00,460.00,0.00,226.00,0.00,289.00
2021,10,YX,Republic Airline,JFK,"New York, NY: John F. Kennedy International",737.00,91.00,36.92,1.68,44.71,0.00,7.69,1.00,0.00,4524.00,2517.00,31.00,1601.00,0.00,375.00
2021,10,9E,Endeavor Air Inc.,JFK,"New York, NY: John F. Kennedy International",1007.00,74.00,34.40,3.87,19.96,0.00,15.77,0.00,0.00,5062.00,2307.00,188.00,1187.00,0.00,1380.00
2021,10,AA,American Airlines Network,JFK,"New York, NY: John F. Kennedy International",1137.00,187.00,83.11,2.83,55.99,1.70,43.37,24.00,5.00,11414.00,5509.00,137.00,2107.00,607.00,3054.00
2021,10,AS,Alaska Airlines Network,JFK,"New York, NY: John F. Kennedy International",162.00,30.00,14.82,0.02,9.36,0.00,5.80,0.00,1.00,1823.00,1192.00,1.00,380.00,0.00,250.00
2021,10,B6,JetBlue Airways,JFK,"New York, NY: John F. Kennedy International",2843.00,518.00,242.17,5.68,120.57,3.25,146.33,11.00,11.00,31356.00,15731.00,615.00,4129.00,117.00,10764.00
2021,10,DL,Delta Air Lines Network,JFK,"New York, NY: John F. Kennedy International",1793.00,194.00,87.53,7.77,46.98,1.00,50.71,3.00,4.00,22906.00,11983.00,2078.00,2490.00,75.00,6280.00
2021,10,HA,Hawaiian Airlines Network,JFK,"New York, NY: John F. Kennedy International",27.00,3.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,51.00,51.00,0.00,0.00,0.00,0.00
2021,9,9E,Endeavor Air Inc.,JFK,"New York, NY: John F. Kennedy International",1068.00,105.00,21.98,8.84,45.43,0.43,28.33,12.00,0.00,9111.00,1210.00,921.00,4103.00,34.00,2843.00
2021,9,AA,American Airlines Network,JFK,"New York, NY: John F. Kennedy International",1046.00,184.00,61.99,4.42,67.42,6.19,43.98,11.00,7.00,17145.00,7213.00,957.00,5102.00,328.00,3545.00
2021,9,AS,Alaska Airlines Network,JFK,"New York, NY: John F. Kennedy International",163.00,32.00,10.26,0.80,20.03,0.00,0.90,2.00,4.00,1228.00,479.00,158.00,572.00,0.00,19.00
2021,9,B6,JetBlue Airways,JFK,"New York, NY: John F. Kennedy International",2787.00,687.00,248.60,13.97,200.70,3.66,220.07,78.00,24.00,55362.00,19216.00,2572.00,13111.00,201.00,20262.00
2021,9,DL,Delta Air Lines Network,JFK,"New York, NY: John F. Kennedy International",1656.00,213.00,79.51,10.21,62.82,1.00,59.47,18.00,20.00,28210.00,10538.00,3474.00,5783.00,41.00,8374.00
2021,9,HA,Hawaiian Airlines Network,JFK,"New York, NY: John F. Kennedy International",26.00,7.00,7.00,0.00,0.00,0.00,0.00,0.00,0.00,200.00,200.00,0.00,0.00,0.00,0.00
2021,9,UA,United Air Lines Network,JFK,"New York, NY: John F. Kennedy International",120.00,20.00,3.14,0.77,14.94,0.00,1.15,3.00,2.00,2361.00,1418.00,100.00,684.00,0.00,159.00
2021,9,YX,Republic Airline,JFK,"New York, NY: John F. Kennedy International",675.00,90.00,45.48,2.69,34.03,0.00,7.79,31.00,2.00,6317.00,3486.00,319.00,1789.00,0.00,723.00
2021,8,9E,Endeavor Air Inc.,JFK,"New York, NY: John F. Kennedy International",1092.00,138.00,34.53,9.93,68.40,0.45,24.70,2.00,2.00,12171.00,4705.00,349.00,4704.00,101.00,2312.00
2021,8,AA,American Airlines Network,JFK,"New York, NY: John F. Kennedy International",1035.00,239.00,82.48,22.42,73.12,1.40,59.57,16.00,6.00,18998.00,9090.00,1764.00,2930.00,22.00,5192.00
2021,8,AS,Alaska Airlines Network,JFK,"New York, NY: John F. Kennedy International",150.00,37.00,15.74,1.13,18.24,0.00,1.88,0.00,2.00,1660.00,586.00,47.00,792.00,0.00,235.00
2021,8,B6,JetBlue Airways,JFK,"New York, NY: John F. Kennedy International",3046.00,1019.00,390.36,19.43,217.85,3.25,388.12,73.00,16.00,78365.00,29985.00,1314.00,9911.00,164.00,36991.00
2021,8,DL,Delta Air Lines Network,JFK,"New York, NY: John F. Kennedy International",1798.00,303.00,126.47,10.07,86.04,4.00,76.41,0.00,3.00,25344.00,14780.00,487.00,3587.00,147.00,6343.00
2021,8,HA,Hawaiian Airlines Network,JFK,"New York, NY: John F. Kennedy International",31.00,9.00,9.00,0.00,0.00,0.00,0.00,0.00,0.00,302.00,302.00,0.00,0.00,0.00,0.00
2021,8,UA,United Air Lines Network,JFK,"New York, NY: John F. Kennedy International",124.00,31.00,4.92,0.00,24.39,0.00,1.70,4.00,0.00,1277.00,308.00,0.00,690.00,0.00,279.00
2021,8,YX,Republic Airline,JFK,"New York, NY: John F. Kennedy International",829.00,169.00,91.78,9.03,50.06,0.00,18.13,10.00,2.00,13715.00,8944.00,936.00,2214.00,0.00,1621.00
2021,7,DL,Delta Air Lines Network,JFK,"New York, NY: John F. Kennedy International",1791.00,341.00,112.73,19.20,104.20,3.96,100.90,4.00,30.00,32172.00,12164.00,1156.00,7457.00,316.00,11079.00
2021,7,HA,Hawaiian Airlines Network,JFK,"New York, NY: John F. Kennedy International",31.00,10.00,8.00,0.00,0.00,0.00,2.00,0.00,0.00,344.00,302.00,0.00,0.00,0.00,42.00
2021,7,UA,United Air Lines Network,JFK,"New York, NY: John F. Kennedy International",122.00,40.00,5.12,0.00,29.06,0.00,5.82,5.00,2.00,2518.00,206.00,0.00,1353.00,0.00,959.00
2021,7,YX,Republic Airline,JFK,"New York, NY: John F. Kennedy International",774.00,172.00,67.31,10.57,72.08,0.00,22.04,17.00,6.00,11949.00,5501.00,1113.00,3753.00,0.00,1582.00
2021,7,9E,Endeavor Air Inc.,JFK,"New York, NY: John F. Kennedy International",1352.00,210.00,40.32,13.45,99.44,0.19,56.60,30.00,9.00,20873.00,3598.00,2004.00,9355.00,7.00,5909.00
2021,7,AA,American Airlines Network,JFK,"New York, NY: John F. Kennedy International",990.00,251.00,82.85,23.09,75.91,3.83,65.32,12.00,15.00,20671.00,6487.00,1731.00,5922.00,263.00,6268.00
2021,7,AS,Alaska Airlines Network,JFK,"New York, NY: John F. Kennedy International",133.00,35.00,9.25,1.87,23.87,0.00,0.00,1.00,3.00,2007.00,703.00,87.00,1217.00,0.00,0.00
2021,7,B6,JetBlue Airways,JFK,"New York, NY: John F. Kennedy International",3042.00,1323.00,480.62,21.64,254.92,6.11,559.71,95.00,37.00,139471.00,48131.00,3299.00,20454.00,369.00,67218.00
2021,6,9E,Endeavor Air Inc.,JFK,"New York, NY: John F. Kennedy International",1225.00,148.00,40.48,10.68,52.22,1.00,43.62,7.00,2.00,14271.00,4793.00,575.00,4146.00,18.00,4739.00
2021,6,AA,American Airlines Network,JFK,"New York, NY: John F. Kennedy International",931.00,232.00,98.93,12.97,75.54,1.85,42.71,29.00,6.00,16523.00,6339.00,1997.00,4419.00,85.00,3683.00
2021,6,AS,Alaska Airlines Network,JFK,"New York, NY: John F. Kennedy International",114.00,34.00,15.31,0.00,15.14,0.00,3.55,0.00,0.00,1889.00,816.00,0.00,566.00,0.00,507.00
2021,6,B6,JetBlue Airways,JFK,"New York, NY: John F. Kennedy International",2749.00,976.00,436.44,30.02,209.19,7.30,293.05,17.00,18.00,80482.00,35337.00,3121.00,12107.00,239.00,29678.00
2021,6,DL,Delta Air Lines Network,JFK,"New York, NY: John F. Kennedy International",1715.00,307.00,110.93,8.90,112.93,0.00,74.24,0.00,8.00,27104.00,12545.00,2113.00,5617.00,0.00,6829.00
2021,6,HA,Hawaiian Airlines Network,JFK,"New York, NY: John F. Kennedy International",30.00,10.00,9.94,0.00,0.00,0.00,0.06,0.00,0.00,255.00,254.00,0.00,0.00,0.00,1.00
2021,6,UA,United Air Lines Network,JFK,"New York, NY: John F. Kennedy International",84.00,15.00,1.95,0.00,12.06,0.00,0.99,0.00,0.00,1026.00,199.00,0.00,368.00,0.00,459.00
2021,6,YX,Republic Airline,JFK,"New York, NY: John F. Kennedy International",781.00,140.00,62.52,8.11,50.61,1.67,17.09,10.00,3.00,11519.00,5853.00,868.00,3252.00,47.00,1499.00
2021,5,9E,Endeavor Air Inc.,JFK,"New York, NY: John F. Kennedy International",831.00,56.00,18.70,1.13,14.95,0.00,21.21,1.00,0.00,3993.00,1751.00,55.00,626.00,0.00,1561.00
2021,5,AA,American Airlines Network,JFK,"New York, NY: John F. Kennedy International",841.00,101.00,51.70,3.92,23.64,2.04,19.70,1.00,0.00,8173.00,3702.00,541.00,886.00,114.00,2930.00
2021,5,AS,Alaska Airlines Network,JFK,"New York, NY: John F. Kennedy International",114.00,8.00,2.70,0.00,5.30,0.00,0.00,1.00,1.00,198.00,89.00,0.00,109.00,0.00,0.00
2021,5,B6,JetBlue Airways,JFK,"New York, NY: John F. Kennedy International",2319.00,419.00,217.00,6.18,89.06,4.76,101.99,2.00,4.00,25621.00,14417.00,430.00,2974.00,301.00,7499.00
2021,5,DL,Delta Air Lines Network,JFK,"New York, NY: John F. Kennedy International",1831.00,159.00,87.76,1.71,23.95,4.04,41.54,0.00,2.00,16290.00,10888.00,209.00,678.00,153.00,4362.00
2021,5,HA,Hawaiian Airlines Network,JFK,"New York, NY: John F. Kennedy International",24.00,2.00,2.00,0.00,0.00,0.00,0.00,0.00,2.00,35.00,35.00,0.00,0.00,0.00,0.00
2021,5,OO,SkyWest Airlines Inc.,JFK,"New York, NY: John F. Kennedy International",2.00,2.00,1.00,0.00,0.50,0.00,0.50,0.00,0.00,60.00,30.00,0.00,15.00,0.00,15.00
2021,5,UA,United Air Lines Network,JFK,"New York, NY: John F. Kennedy International",80.00,2.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,34.00,0.00,0.00,15.00,0.00,19.00
2021,5,YX,Republic Airline,JFK,"New York, NY: John F. Kennedy International",622.00,59.00,28.32,1.09,28.06,0.56,0.98,0.00,1.00,3901.00,3124.00,29.00,711.00,9.00,28.00
2021,4,DL,Delta Air Lines Network,JFK,"New York, NY: John F. Kennedy International",1577.00,147.00,72.60,1.26,25.94,2.86,44.33,21.00,0.00,13500.00,8535.00,188.00,1001.00,349.00,3427.00
2021,4,HA,Hawaiian Airlines Network,JFK,"New York, NY: John F. Kennedy International",17.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,41.00,41.00,0.00,0.00,0.00,0.00
2021,4,UA,United Air Lines Network,JFK,"New York, NY: John F. Kennedy International",44.00,5.00,2.81,0.00,2.11,0.00,0.08,0.00,1.00,141.00,68.00,0.00,70.00,0.00,3.00
2021,4,YX,Republic Airline,JFK,"New York, NY: John F. Kennedy International",508.00,28.00,12.69,1.61,9.65,0.00,4.05,0.00,0.00,1444.00,781.00,104.00,317.00,0.00,242.00
2021,4,9E,Endeavor Air Inc.,JFK,"New York, NY: John F. Kennedy International",494.00,33.00,12.12,2.44,4.02,0.00,14.42,0.00,0.00,3063.00,1044.00,779.00,170.00,0.00,1070.00
2021,4,AA,American Airlines Network,JFK,"New York, NY: John F. Kennedy International",735.00,83.00,51.68,0.30,12.37,3.07,15.58,6.00,0.00,7958.00,4870.00,19.00,570.00,127.00,2372.00
2021,4,AS,Alaska Airlines Network,JFK,"New York, NY: John F. Kennedy International",114.00,10.00,3.65,1.00,2.39,1.00,1.97,0.00,0.00,522.00,352.00,34.00,47.00,26.00,63.00
2021,4,B6,JetBlue Airways,JFK,"New York, NY: John F. Kennedy International",1861.00,298.00,141.78,12.07,71.48,3.46,69.20,8.00,0.00,24026.00,10812.00,2783.00,2819.00,366.00,7246.00
2021,3,9E,Endeavor Air Inc.,JFK,"New York, NY: John F. Kennedy International",479.00,13.00,6.44,1.00,0.31,1.00,4.25,0.00,1.00,1231.00,502.00,240.00,24.00,26.00,439.00
2021,3,AA,American Airlines Network,JFK,"New York, NY: John F. Kennedy International",450.00,39.00,22.17,1.87,8.96,0.92,5.07,1.00,0.00,2165.00,1072.00,83.00,238.00,73.00,699.00
2021,3,AS,Alaska Airlines Network,JFK,"New York, NY: John F. Kennedy International",58.00,8.00,5.81,0.00,2.19,0.00,0.00,0.00,0.00,383.00,337.00,0.00,46.00,0.00,0.00
2021,3,B6,JetBlue Airways,JFK,"New York, NY: John F. Kennedy International",1585.00,173.00,93.34,0.98,35.02,2.20,41.46,6.00,4.00,9188.00,5163.00,198.00,1135.00,69.00,2623.00
2021,3,DL,Delta Air Lines Network,JFK,"New York, NY: John F. Kennedy International",1591.00,109.00,58.02,0.00,23.39,1.00,26.60,5.00,1.00,9827.00,7447.00,0.00,839.00,59.00,1482.00
2021,3,HA,Hawaiian Airlines Network,JFK,"New York, NY: John F. Kennedy International",13.00,4.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,155.00,155.00,0.00,0.00,0.00,0.00
2021,3,UA,United Air Lines Network,JFK,"New York, NY: John F. Kennedy International",4.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,15.00,0.00,0.00,15.00,0.00,0.00
2021,3,YX,Republic Airline,JFK,"New York, NY: John F. Kennedy International",398.00,14.00,9.91,0.00,2.87,0.00,1.22,0.00,0.00,685.00,471.00,0.00,92.00,0.00,122.00
2021,2,9E,Endeavor Air Inc.,JFK,"New York, NY: John F. Kennedy International",174.00,7.00,2.00,0.92,2.65,0.00,1.43,19.00,0.00,1540.00,221.00,988.00,84.00,0.00,247.00
2021,2,AA,American Airlines Network,JFK,"New York, NY: John F. Kennedy International",316.00,40.00,23.39,2.96,3.25,2.00,8.39,18.00,1.00,5446.00,1469.00,3121.00,131.00,96.00,629.00
2021,2,AS,Alaska Airlines Network,JFK,"New York, NY: John F. Kennedy International",44.00,4.00,2.94,0.00,0.06,0.00,1.00,4.00,0.00,311.00,236.00,0.00,12.00,0.00,63.00
2021,2,B6,JetBlue Airways,JFK,"New York, NY: John F. Kennedy International",1180.00,269.00,113.78,5.49,31.89,1.46,116.39,44.00,4.00,20887.00,8032.00,240.00,1606.00,41.00,10968.00
2021,2,DL,Delta Air Lines Network,JFK,"New York, NY: John F. Kennedy International",1217.00,110.00,42.47,7.99,29.90,2.00,27.64,89.00,4.00,15692.00,5740.00,5151.00,2057.00,61.00,2683.00
2021,2,HA,Hawaiian Airlines Network,JFK,"New York, NY: John F. Kennedy International",12.00,2.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,176.00,176.00,0.00,0.00,0.00,0.00
2021,2,YX,Republic Airline,JFK,"New York, NY: John F. Kennedy International",339.00,31.00,18.87,0.00,6.32,0.05,5.76,47.00,0.00,2922.00,1437.00,0.00,1105.00,5.00,375.00
2021,1,9E,Endeavor Air Inc.,JFK,"New York, NY: John F. Kennedy International",177.00,15.00,5.72,0.00,4.40,0.00,4.88,1.00,0.00,483.00,169.00,0.00,100.00,0.00,214.00
2021,1,AA,American Airlines Network,JFK,"New York, NY: John F. Kennedy International",324.00,25.00,12.46,0.00,7.00,2.00,3.54,7.00,1.00,933.00,542.00,0.00,171.00,98.00,122.00
2021,1,AS,Alaska Airlines Network,JFK,"New York, NY: John F. Kennedy International",45.00,3.00,1.53,0.00,1.47,0.00,0.00,1.00,1.00,60.00,26.00,0.00,34.00,0.00,0.00
2021,1,B6,JetBlue Airways,JFK,"New York, NY: John F. Kennedy International",1055.00,233.00,88.31,0.99,101.88,1.18,40.64,17.00,1.00,11388.00,4767.00,73.00,3233.00,72.00,3243.00
2021,1,DL,Delta Air Lines Network,JFK,"New York, NY: John F. Kennedy International",1331.00,121.00,49.11,1.50,37.54,1.00,31.85,18.00,0.00,13538.00,6951.00,378.00,2389.00,28.00,3792.00
2021,1,HA,Hawaiian Airlines Network,JFK,"New York, NY: John F. Kennedy International",14.00,2.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,57.00,57.00,0.00,0.00,0.00,0.00
2021,1,YX,Republic Airline,JFK,"New York, NY: John F. Kennedy International",316.00,23.00,15.97,0.19,5.98,0.00,0.87,1.00,0.00,1969.00,1707.00,3.00,198.00,0.00,61.00
2020,12,9E,Endeavor Air Inc.,JFK,"New York, NY: John F. Kennedy International",269.00,31.00,9.92,1.27,12.77,0.00,7.04,10.00,0.00,1759.00,715.00,64.00,439.00,0.00,541.00
2020,12,AA,American Airlines Network,JFK,"New York, NY: John F. Kennedy International",336.00,35.00,20.81,1.86,10.39,0.00,1.93,7.00,0.00,3638.00,2110.00,568.00,391.00,0.00,569.00
2020,12,AS,Alaska Airlines Network,JFK,"New York, NY: John F. Kennedy International",55.00,4.00,0.00,0.00,3.13,0.00,0.88,2.00,0.00,143.00,0.00,0.00,122.00,0.00,21.00
2020,12,B6,JetBlue Airways,JFK,"New York, NY: John F. Kennedy International",1278.00,249.00,78.89,0.00,102.66,1.72,65.73,19.00,1.00,15288.00,4985.00,0.00,3480.00,42.00,6781.00
2020,12,DL,Delta Air Lines Network,JFK,"New York, NY: John F. Kennedy International",1391.00,234.00,76.06,5.53,107.20,0.72,44.49,45.00,1.00,14938.00,7124.00,493.00,3447.00,36.00,3838.00
2020,12,HA,Hawaiian Airlines Network,JFK,"New York, NY: John F. Kennedy International",8.00,3.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,164.00,164.00,0.00,0.00,0.00,0.00
2020,12,YX,Republic Airline,JFK,"New York, NY: John F. Kennedy International",367.00,38.00,25.06,0.47,9.53,0.00,2.94,14.00,0.00,2513.00,1483.00,48.00,425.00,0.00,557.00
2020,11,9E,Endeavor Air Inc.,JFK,"New York, NY: John F. Kennedy International",413.00,20.00,5.15,0.75,6.11,0.00,7.99,0.00,3.00,1645.00,714.00,33.00,195.00,0.00,703.00
2020,11,AA,American Airlines Network,JFK,"New York, NY: John F. Kennedy International",334.00,26.00,17.18,0.00,8.64,0.00,0.18,0.00,0.00,1787.00,1488.00,0.00,260.00,0.00,39.00
2020,11,AS,Alaska Airlines Network,JFK,"New York, NY: John F. Kennedy International",58.00,2.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,73.00,58.00,0.00,15.00,0.00,0.00
2020,11,B6,JetBlue Airways,JFK,"New York, NY: John F. Kennedy International",1288.00,120.00,46.37,1.74,36.56,1.56,33.76,9.00,5.00,7684.00,3043.00,67.00,1187.00,49.00,3338.00
2020,11,DL,Delta Air Lines Network,JFK,"New York, NY: John F. Kennedy International",1349.00,96.00,35.97,1.05,39.66,1.00,18.32,24.00,2.00,6947.00,3491.00,61.00,1268.00,76.00,2051.00
2020,11,YX,Republic Airline,JFK,"New York, NY: John F. Kennedy International",205.00,6.00,3.36,0.00,1.29,0.00,1.35,0.00,1.00,700.00,536.00,0.00,79.00,0.00,85.00
2020,10,9E,Endeavor Air Inc.,JFK,"New York, NY: John F. Kennedy International",375.00,7.00,3.96,0.00,0.17,0.00,2.88,0.00,0.00,736.00,492.00,0.00,14.00,0.00,230.00
2020,10,AA,American Airlines Network,JFK,"New York, NY: John F. Kennedy International",425.00,26.00,11.25,2.00,4.43,1.51,6.80,0.00,1.00,1721.00,686.00,81.00,132.00,73.00,749.00
2020,10,AS,Alaska Airlines Network,JFK,"New York, NY: John F. Kennedy International",55.00,3.00,2.00,0.00,0.00,0.00,1.00,0.00,0.00,175.00,144.00,0.00,0.00,0.00,31.00
2020,10,B6,JetBlue Airways,JFK,"New York, NY: John F. Kennedy International",1262.00,86.00,43.78,0.18,8.72,0.29,33.03,3.00,0.00,5520.00,3325.00,3.00,247.00,12.00,1933.00
2020,10,DL,Delta Air Lines Network,JFK,"New York, NY: John F. Kennedy International",1225.00,68.00,33.81,1.76,15.91,0.00,16.52,1.00,0.00,7956.00,5955.00,239.00,444.00,0.00,1318.00
2020,10,YX,Republic Airline,JFK,"New York, NY: John F. Kennedy International",181.00,7.00,6.00,0.00,1.00,0.00,0.00,0.00,0.00,410.00,394.00,0.00,16.00,0.00,0.00
2020,9,9E,Endeavor Air Inc.,JFK,"New York, NY: John F. Kennedy International",254.00,6.00,3.44,0.00,0.00,0.00,2.56,0.00,0.00,513.00,400.00,0.00,0.00,0.00,113.00
2020,9,AA,American Airlines Network,JFK,"New York, NY: John F. Kennedy International",396.00,22.00,12.33,1.00,5.66,0.75,2.26,0.00,0.00,1201.00,760.00,88.00,207.00,12.00,134.00
2020,9,AS,Alaska Airlines Network,JFK,"New York, NY: John F. Kennedy International",82.00,5.00,3.62,0.00,1.38,0.00,0.00,0.00,0.00,220.00,187.00,0.00,33.00,0.00,0.00
2020,9,B6,JetBlue Airways,JFK,"New York, NY: John F. Kennedy International",1024.00,45.00,18.17,2.83,12.20,1.00,10.80,15.00,0.00,2151.00,1176.00,197.00,360.00,27.00,391.00
2020,9,DL,Delta Air Lines Network,JFK,"New York, NY: John F. Kennedy International",1096.00,34.00,16.94,1.42,6.27,1.00,8.37,1.00,0.00,1778.00,971.00,56.00,144.00,28.00,579.00
2020,9,YX,Republic Airline,JFK,"New York, NY: John F. Kennedy International",211.00,5.00,4.00,0.00,1.00,0.00,0.00,0.00,0.00,248.00,227.00,0.00,21.00,0.00,0.00
2020,8,9E,Endeavor Air Inc.,JFK,"New York, NY: John F. Kennedy International",247.00,14.00,5.59,0.00,3.30,0.00,5.11,7.00,0.00,917.00,495.00,0.00,108.00,0.00,314.00
2020,8,AA,American Airlines Network,JFK,"New York, NY: John F. Kennedy International",412.00,29.00,12.18,3.52,9.00,1.00,3.31,4.00,3.00,1482.00,861.00,104.00,300.00,28.00,189.00
2020,8,AS,Alaska Airlines Network,JFK,"New York, NY: John F. Kennedy International",110.00,8.00,4.45,0.00,3.55,0.00,0.00,2.00,0.00,186.00,106.00,0.00,80.00,0.00,0.00
2020,8,B6,JetBlue Airways,JFK,"New York, NY: John F. Kennedy International",1199.00,103.00,32.36,7.99,27.53,0.53,34.58,45.00,11.00,6140.00,2040.00,566.00,927.00,8.00,2599.00
2020,8,DL,Delta Air Lines Network,JFK,"New York, NY: John F. Kennedy International",1380.00,128.00,45.66,9.05,53.36,2.00,17.93,19.00,5.00,8690.00,4063.00,902.00,2237.00,41.00,1447.00
2020,8,YX,Republic Airline,JFK,"New York, NY: John F. Kennedy International",92.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2020,7,9E,Endeavor Air Inc.,JFK,"New York, NY: John F. Kennedy International",3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2020,7,AA,American Airlines Network,JFK,"New York, NY: John F. Kennedy International",516.00,38.00,14.37,2.77,17.03,0.00,3.83,10.00,2.00,2466.00,1346.00,444.00,495.00,0.00,181.00
2020,7,AS,Alaska Airlines Network,JFK,"New York, NY: John F. Kennedy International",61.00,1.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,18.00,0.00,0.00,18.00,0.00,0.00
2020,7,B6,JetBlue Airways,JFK,"New York, NY: John F. Kennedy International",1702.00,187.00,66.30,11.22,36.60,0.06,72.81,66.00,4.00,12973.00,5898.00,621.00,1492.00,2.00,4960.00
2020,7,DL,Delta Air Lines Network,JFK,"New York, NY: John F. Kennedy International",971.00,77.00,32.56,4.10,30.06,0.41,9.87,45.00,0.00,4886.00,2924.00,156.00,1061.00,60.00,685.00
